ID,Year,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
curryst01,2017,Stephen Curry,PG,28,GSW,17,17,601,151,312,.484,72,172,.419,79,140,.564,.599,103,114,.904,22,84,106,114,34,4,58,37,477
danietr01,2017,Troy Daniels,SG,25,MEM,6,0,68,3,9,.333,3,9,.333,0,0,,.500,0,0,,1,4,5,2,2,0,2,1,9
davisde01,2017,Deyonta Davis,C,20,MEM,3,0,11,3,5,.600,0,0,,3,5,.600,.600,1,2,.500,2,3,5,0,0,0,0,2,7
dedmode01,2017,Dewayne Dedmon,C,27,SAS,12,3,97,14,23,.609,0,0,,14,23,.609,.609,17,32,.531,21,26,47,3,2,3,8,16,45
dekkesa01,2017,Sam Dekker,PF,22,HOU,4,0,31,3,12,.250,3,6,.500,0,6,.000,.375,0,0,,5,5,10,1,1,1,0,2,9
delanma01,2017,Malcolm Delaney,PG,27,ATL,1,0,3,3,3,1.000,1,1,1.000,2,2,1.000,1.167,1,2,.500,0,1,1,0,0,0,0,0,8
dellama01,2017,Matthew Dellavedova,PG,26,MIL,6,0,159,16,41,.390,6,16,.375,10,25,.400,.463,8,10,.800,1,11,12,12,1,0,7,5,46
derozde01,2017,DeMar DeRozan,SG,27,TOR,10,10,373,76,175,.434,1,15,.067,75,160,.469,.437,71,80,.888,4,45,49,34,14,0,25,26,224
diawbo01,2017,Boris Diaw,PF,34,UTA,11,9,203,24,48,.500,6,14,.429,18,34,.529,.563,9,10,.900,3,18,21,22,7,4,14,12,63
dunlemi02,2017,Mike Dunleavy,SF,36,ATL,6,0,53,3,7,.429,2,5,.400,1,2,.500,.571,4,4,1.000,1,4,5,2,1,0,6,3,12
duranke01,2017,Kevin Durant,PF,28,GSW,15,15,533,149,268,.556,38,86,.442,111,182,.610,.627,92,103,.893,16,103,119,64,12,20,38,39,428
ellismo01,2017,Monta Ellis,SG,31,IND,4,2,76,8,20,.400,2,8,.250,6,12,.500,.450,4,5,.800,1,7,8,5,2,1,4,5,22
ennisja01,2017,James Ennis,SF,26,MEM,6,4,159,16,38,.421,6,19,.316,10,19,.526,.500,12,14,.857,8,17,25,7,5,2,7,20,50
exumda01,2017,Dante Exum,PG,21,UTA,7,0,84,11,27,.407,4,12,.333,7,15,.467,.481,6,6,1.000,2,4,6,9,5,0,3,10,32
favorde01,2017,Derrick Favors,PF,25,UTA,11,2,225,36,62,.581,0,0,,36,62,.581,.581,11,23,.478,15,45,60,10,8,6,4,25,83
feliccr01,2017,Cristiano Felicio,C,24,CHI,6,0,82,9,15,.600,0,0,,9,15,.600,.600,1,2,.500,7,19,26,2,3,2,7,16,19
feltora01,2017,Raymond Felton,PG,32,LAC,7,0,127,15,32,.469,4,9,.444,11,23,.478,.531,5,5,1.000,2,8,10,10,6,0,3,10,39
forbebr01,2017,Bryn Forbes,SG,23,SAS,6,0,73,6,21,.286,2,9,.222,4,12,.333,.333,6,6,1.000,0,6,6,3,0,1,2,5,20
fryech01,2017,Channing Frye,C,33,CLE,12,0,154,31,60,.517,20,39,.513,11,21,.524,.683,6,7,.857,0,22,22,13,3,4,2,11,88
gasolma01,2017,Marc Gasol,C,32,MEM,6,6,240,39,83,.470,7,12,.583,32,71,.451,.512,31,33,.939,7,32,39,25,2,4,15,22,116
gasolpa01,2017,Pau Gasol,C,36,SAS,16,7,365,50,114,.439,6,18,.333,44,96,.458,.465,17,24,.708,39,75,114,31,7,15,18,35,123
georgpa01,2017,Paul George,SF,26,IND,4,4,172,34,88,.386,18,42,.429,16,46,.348,.489,26,30,.867,5,30,35,29,7,2,13,13,112
gibsota01,2017,Taj Gibson,PF,31,OKC,5,5,118,21,35,.600,0,0,,21,35,.600,.600,7,8,.875,3,15,18,3,1,0,8,13,49
ginobma01,2017,Manu Ginobili,SG,39,SAS,16,1,284,40,97,.412,9,40,.225,31,57,.544,.459,17,23,.739,10,29,39,39,16,2,12,28,106
goberru01,2017,Rudy Gobert,C,24,UTA,9,9,246,40,63,.635,0,0,,40,63,.635,.635,24,50,.480,22,67,89,11,9,12,9,30,104
gordoer01,2017,Eric Gordon,SG,28,HOU,11,2,358,51,121,.421,27,70,.386,24,51,.471,.533,13,18,.722,5,38,43,22,8,6,14,20,142
gortama01,2017,Marcin Gortat,C,32,WAS,13,13,409,47,93,.505,0,0,,47,93,.505,.505,11,18,.611,52,91,143,24,5,20,17,40,105
grantje01,2017,Jerami Grant,PF,22,OKC,5,0,111,19,31,.613,2,6,.333,17,25,.680,.645,6,7,.857,7,12,19,4,1,2,3,7,46
grantje02,2017,Jerian Grant,PG,24,CHI,5,2,52,6,23,.261,1,9,.111,5,14,.357,.283,3,3,1.000,0,4,4,5,2,0,7,3,16
greenda02,2017,Danny Green,SG,29,SAS,16,16,436,45,111,.405,26,76,.342,19,35,.543,.523,8,14,.571,13,44,57,23,10,15,17,30,124
greendr01,2017,Draymond Green,PF,26,GSW,17,17,593,72,161,.447,32,78,.410,40,83,.482,.547,46,67,.687,20,135,155,110,31,28,36,60,222
greenge01,2017,Gerald Green,SF,31,BOS,13,7,192,34,72,.472,21,45,.467,13,27,.481,.618,8,9,.889,2,18,20,9,3,1,7,21,97
greenja01,2017,JaMychal Green,PF,26,MEM,6,2,118,17,36,.472,7,16,.438,10,20,.500,.569,3,3,1.000,3,17,20,2,0,0,4,21,44
griffbl01,2017,Blake Griffin,PF,27,LAC,3,3,99,25,51,.490,4,6,.667,21,45,.467,.529,7,7,1.000,3,15,18,7,2,1,6,2,61
hardati02,2017,Tim Hardaway,SG,24,ATL,6,6,200,27,82,.329,11,42,.262,16,40,.400,.396,12,19,.632,3,13,16,7,3,0,10,13,77
hardeja01,2017,James Harden,PG,27,HOU,11,11,407,90,218,.413,32,115,.278,58,103,.563,.486,101,115,.878,7,53,60,93,21,5,59,43,313
harklma01,2017,Maurice Harkless,SF,23,POR,4,4,99,10,34,.294,2,12,.167,8,22,.364,.324,7,8,.875,7,6,13,3,5,5,1,14,29
harremo01,2017,Montrezl Harrell,C,23,HOU,5,0,21,1,3,.333,0,0,,1,3,.333,.333,3,6,.500,1,5,6,2,0,0,2,7,5
harrian01,2017,Andrew Harrison,PG,22,MEM,6,0,119,13,29,.448,5,13,.385,8,16,.500,.534,8,9,.889,4,7,11,13,3,1,3,14,39
hawessp01,2017,Spencer Hawes,PF,28,MIL,3,0,17,2,5,.400,1,2,.500,1,3,.333,.500,0,0,,2,2,4,1,0,1,1,3,5
haywago01,2017,Gordon Hayward,SF,26,UTA,11,11,411,83,188,.441,28,68,.412,55,120,.458,.516,71,76,.934,7,60,67,37,10,3,24,23,265
hensojo01,2017,John Henson,C,26,MIL,2,0,12,1,4,.250,0,0,,1,4,.250,.250,1,1,1.000,2,2,4,0,1,0,1,1,3
hilarne01,2017,Nene Hilario,C,34,HOU,9,0,161,36,51,.706,0,1,.000,36,50,.720,.706,18,31,.581,11,31,42,5,6,4,9,24,90
hillge01,2017,George Hill,PG,30,UTA,8,8,281,46,98,.469,12,31,.387,34,67,.507,.531,21,29,.724,8,25,33,29,2,1,13,25,125
hoodro01,2017,Rodney Hood,SG,24,UTA,11,0,277,37,105,.352,13,50,.260,24,55,.436,.414,11,18,.611,1,29,30,12,5,0,10,30,98
horfoal01,2017,Al Horford,C,30,BOS,18,18,610,111,190,.584,27,52,.519,84,138,.609,.655,22,29,.759,31,87,118,97,15,14,33,33,271
howardw01,2017,Dwight Howard,C,31,ATL,6,6,157,18,36,.500,0,0,,18,36,.500,.500,12,19,.632,18,46,64,8,6,5,11,21,48
humphkr01,2017,Kris Humphries,PF,31,ATL,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,1,0,0,0
ibakase01,2017,Serge Ibaka,PF,27,TOR,10,10,307,60,130,.462,12,38,.316,48,92,.522,.508,11,13,.846,9,56,65,14,4,17,11,37,143
iguodan01,2017,Andre Iguodala,SF,33,GSW,16,0,419,46,101,.455,8,42,.190,38,59,.644,.495,15,26,.577,9,56,65,51,14,7,16,29,115
ilyaser01,2017,Ersan Ilyasova,PF,29,ATL,6,0,90,8,23,.348,1,5,.200,7,18,.389,.370,7,9,.778,14,17,31,2,1,0,5,7,24
inglejo01,2017,Joe Ingles,SF,29,UTA,11,11,334,25,62,.403,15,41,.366,10,21,.476,.524,6,9,.667,2,39,41,36,22,5,16,28,71
irvinky01,2017,Kyrie Irving,PG,24,CLE,18,18,653,173,370,.468,44,118,.373,129,252,.512,.527,76,84,.905,13,38,51,95,23,8,48,38,466
jamesle01,2017,LeBron James,SF,32,CLE,18,18,744,217,384,.565,44,107,.411,173,277,.625,.622,113,162,.698,19,145,164,141,35,23,72,43,591
jefferi01,2017,Richard Jefferson,SF,36,CLE,14,0,179,16,38,.421,5,19,.263,11,19,.579,.487,18,28,.643,10,15,25,7,2,3,8,30,55
jennibr01,2017,Brandon Jennings,PG,27,WAS,13,0,178,14,36,.389,2,13,.154,12,23,.522,.417,7,8,.875,5,14,19,24,2,0,8,13,37
jerebjo01,2017,Jonas Jerebko,PF,29,BOS,12,0,128,15,31,.484,5,15,.333,10,16,.625,.565,8,8,1.000,7,22,29,12,5,3,6,13,43
johnsam01,2017,Amir Johnson,PF,29,BOS,14,9,142,15,30,.500,1,3,.333,14,27,.519,.517,5,8,.625,17,13,30,3,4,6,6,24,36
johnsjo02,2017,Joe Johnson,SF,35,UTA,11,2,326,58,133,.436,15,45,.333,43,88,.489,.492,11,15,.733,8,35,43,27,6,1,13,21,142
johnswe01,2017,Wesley Johnson,SF,29,LAC,3,0,11,0,0,,0,0,,0,0,,,1,2,.500,0,2,2,0,1,0,0,2,1
jonesda02,2017,Dahntay Jones,SF,36,CLE,10,0,33,5,10,.500,1,2,.500,4,8,.500,.550,5,5,1.000,1,6,7,1,0,1,1,7,16
jonesda03,2017,Damian Jones,C,21,GSW,4,0,21,3,7,.429,0,0,,3,7,.429,.429,1,2,.500,4,2,6,0,2,1,0,3,7
jonesja02,2017,James Jones,SF,36,CLE,8,0,30,1,5,.200,0,3,.000,1,2,.500,.200,0,0,,1,3,4,0,0,0,2,3,2
jordade01,2017,DeAndre Jordan,C,28,LAC,7,7,264,43,61,.705,0,1,.000,43,60,.717,.705,22,56,.393,25,76,101,5,3,6,17,29,108
josepco01,2017,Cory Joseph,PG,25,TOR,10,2,212,31,71,.437,9,22,.409,22,49,.449,.500,8,8,1.000,4,17,21,31,4,2,14,17,79
kanteen01,2017,Enes Kanter,C,24,OKC,5,0,45,10,26,.385,0,0,,10,26,.385,.385,4,4,1.000,3,6,9,1,0,4,2,8,24
korveky01,2017,Kyle Korver,SG,35,CLE,18,0,326,34,80,.425,27,69,.391,7,11,.636,.594,10,10,1.000,2,28,30,13,7,5,7,22,105
lauvejo01,2017,Joffrey Lauvergne,C,25,CHI,3,0,26,4,11,.364,0,2,.000,4,9,.444,.364,6,6,1.000,5,4,9,5,0,0,2,1,14
laymaja01,2017,Jake Layman,SF,22,POR,2,0,16,2,4,.500,1,1,1.000,1,3,.333,.625,1,2,.500,0,1,1,1,1,0,0,2,6
leeda02,2017,David Lee,PF,33,SAS,15,4,245,25,48,.521,0,1,.000,25,47,.532,.521,11,17,.647,20,37,57,11,4,5,6,20,61
leonaka01,2017,Kawhi Leonard,SF,25,SAS,12,12,429,106,202,.525,25,55,.455,81,147,.551,.587,95,102,.931,19,74,93,55,20,6,26,21,332
leoname01,2017,Meyers Leonard,PF,24,POR,3,1,31,1,5,.200,0,4,.000,1,1,1.000,.200,0,0,,2,6,8,1,0,0,4,6,2
lillada01,2017,Damian Lillard,PG,26,POR,4,4,151,39,90,.433,9,32,.281,30,58,.517,.483,24,25,.960,4,14,18,13,5,2,13,11,111
livinsh01,2017,Shaun Livingston,PG,31,GSW,14,0,220,34,59,.576,0,0,,34,59,.576,.576,5,7,.714,10,19,29,20,5,2,10,24,73
lopezro01,2017,Robin Lopez,C,28,CHI,6,6,162,34,52,.654,0,0,,34,52,.654,.654,8,8,1.000,28,15,43,5,3,6,8,13,76
loveke01,2017,Kevin Love,PF,28,CLE,18,18,578,95,218,.436,50,111,.450,45,107,.421,.550,63,75,.840,36,155,191,30,21,16,31,46,303
lowryky01,2017,Kyle Lowry,PG,30,TOR,8,8,300,43,93,.462,13,38,.342,30,55,.545,.532,27,33,.818,3,22,25,47,12,4,17,26,126
lylestr01,2017,Trey Lyles,PF,21,UTA,2,0,10,3,7,.429,1,3,.333,2,4,.500,.500,0,0,,0,2,2,1,1,0,1,1,7
mcclesh01,2017,Sheldon Mac,SG,24,WAS,7,0,17,5,9,.556,2,5,.400,3,4,.750,.667,2,2,1.000,0,2,2,0,0,0,1,1,14
macksh01,2017,Shelvin Mack,PG,26,UTA,9,3,155,17,49,.347,7,15,.467,10,34,.294,.418,13,15,.867,3,22,25,18,4,0,9,14,54
mahinia01,2017,Ian Mahinmi,C,30,WAS,5,0,63,5,9,.556,0,0,,5,9,.556,.556,4,11,.364,3,8,11,6,1,6,3,17,14
makerth01,2017,Thon Maker,C,19,MIL,6,6,116,12,31,.387,2,10,.200,10,21,.476,.419,9,11,.818,8,11,19,12,5,11,8,18,35
martija01,2017,Jarell Martin,PF,22,MEM,3,0,10,1,3,.333,0,0,,1,3,.333,.333,0,0,,2,2,4,0,1,0,0,2,2
mbahalu01,2017,Luc Mbah a Moute,SF,30,LAC,7,7,224,17,43,.395,5,16,.313,12,27,.444,.453,14,20,.700,10,25,35,7,8,4,3,16,53
mcadoja01,2017,James Michael McAdoo,PF,24,GSW,13,0,56,9,17,.529,2,5,.400,7,12,.583,.588,4,6,.667,5,8,13,0,2,2,1,5,24
mccawpa01,2017,Patrick McCaw,SG,21,GSW,15,3,181,21,48,.438,8,23,.348,13,25,.520,.521,11,13,.846,10,23,33,16,9,3,3,14,61
mccolcj01,2017,CJ McCollum,SG,25,POR,4,4,140,32,80,.400,11,22,.500,21,58,.362,.469,15,16,.938,8,16,24,4,4,2,15,10,90
mcderdo01,2017,Doug McDermott,SF,25,OKC,5,0,66,9,18,.500,7,13,.538,2,5,.400,.694,0,0,,0,5,5,1,1,1,1,2,25
mcgeeja01,2017,JaVale McGee,C,29,GSW,16,1,149,41,56,.732,0,0,,41,56,.732,.732,13,18,.722,22,26,48,4,2,15,8,31,95
mickejo01,2017,Jordan Mickey,PF,22,BOS,2,0,18,2,5,.400,0,0,,2,5,.400,.400,0,0,,0,5,5,0,0,1,1,3,4
middlkh01,2017,Khris Middleton,SF,25,MIL,6,6,231,31,78,.397,7,19,.368,24,59,.407,.442,18,22,.818,0,28,28,32,12,0,11,17,87
milescj01,2017,C.J. Miles,SF,29,IND,4,2,82,11,24,.458,5,16,.313,6,8,.750,.563,2,2,1.000,4,4,8,1,2,1,2,12,29
millspa02,2017,Patty Mills,PG,28,SAS,16,6,416,57,140,.407,32,89,.360,25,51,.490,.521,19,22,.864,5,29,34,43,13,1,21,33,165
millspa01,2017,Paul Millsap,PF,31,ATL,6,6,219,50,99,.505,3,17,.176,47,82,.573,.520,43,53,.811,9,47,56,26,10,4,23,19,146
mirotni01,2017,Nikola Mirotic,PF,25,CHI,6,6,162,17,50,.340,10,35,.286,7,15,.467,.440,8,10,.800,4,26,30,9,4,3,4,16,52
monrogr01,2017,Greg Monroe,C,26,MIL,6,0,141,27,51,.529,0,0,,27,51,.529,.529,25,30,.833,17,27,44,10,8,3,11,16,79
morrima02,2017,Markieff Morris,PF,27,WAS,13,13,373,59,145,.407,14,38,.368,45,107,.421,.455,25,31,.806,18,65,83,22,12,17,21,46,157
morroan01,2017,Anthony Morrow,SG,31,CHI,3,0,29,5,9,.556,0,0,,5,9,.556,.556,2,2,1.000,0,3,3,2,0,0,0,2,12
murrade01,2017,Dejounte Murray,PG,20,SAS,11,2,168,23,61,.377,0,3,.000,23,58,.397,.377,17,25,.680,4,23,27,27,16,1,16,14,63
muscami01,2017,Mike Muscala,C,25,ATL,6,0,81,5,18,.278,0,4,.000,5,14,.357,.278,7,8,.875,6,10,16,2,1,3,1,12,17
napiesh01,2017,Shabazz Napier,PG,25,POR,4,0,47,8,19,.421,5,11,.455,3,8,.375,.553,6,8,.750,1,3,4,3,2,0,0,6,27
netora01,2017,Raul Neto,PG,24,UTA,9,0,60,8,13,.615,3,6,.500,5,7,.714,.731,4,4,1.000,0,7,7,4,1,1,3,8,23
noguelu01,2017,Lucas Nogueira,C,24,TOR,3,0,7,1,2,.500,0,0,,1,2,.500,.500,1,2,.500,2,3,5,0,0,0,0,1,3
nurkiju01,2017,Jusuf Nurkic,C,22,POR,1,1,17,1,3,.333,0,1,.000,1,2,.500,.333,0,0,,0,11,11,4,0,1,3,1,2
ochefda01,2017,Daniel Ochefu,C,23,WAS,4,0,5,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,0,0,0,1,1,0
oladivi01,2017,Victor Oladipo,SG,24,OKC,5,5,181,21,61,.344,6,25,.240,15,36,.417,.393,6,6,1.000,2,26,28,10,7,3,6,17,54
olynyke01,2017,Kelly Olynyk,C,25,BOS,18,2,346,64,125,.512,15,47,.319,49,78,.628,.572,22,30,.733,14,43,57,34,13,14,22,47,165
oubreke01,2017,Kelly Oubre,SF,21,WAS,12,0,184,26,61,.426,11,30,.367,15,31,.484,.516,7,10,.700,9,19,28,4,10,5,7,38,70
pachuza01,2017,Zaza Pachulia,C,32,GSW,15,15,212,32,60,.533,0,1,.000,32,59,.542,.533,13,17,.765,18,39,57,12,8,4,14,32,77
parketo01,2017,Tony Parker,PG,34,SAS,8,8,211,51,97,.526,11,19,.579,40,78,.513,.582,14,14,1.000,2,18,20,25,4,0,12,10,127
pattepa01,2017,Patrick Patterson,PF,27,TOR,10,1,185,10,36,.278,8,26,.308,2,10,.200,.389,6,6,1.000,1,19,20,20,7,2,6,4,34
paulch01,2017,Chris Paul,PG,31,LAC,7,7,260,67,135,.496,14,38,.368,53,97,.546,.548,29,33,.879,4,31,35,69,12,1,19,24,177
payneca01,2017,Cameron Payne,PG,22,CHI,1,0,4,1,2,.500,1,1,1.000,0,1,.000,.750,0,0,,0,1,1,0,0,0,1,0,3
piercpa01,2017,Paul Pierce,SF,39,LAC,7,0,101,8,18,.444,4,10,.400,4,8,.500,.556,1,1,1.000,2,12,14,7,2,0,4,11,21
poeltja01,2017,Jakob Poeltl,C,21,TOR,6,0,26,5,11,.455,0,0,,5,11,.455,.455,0,2,.000,6,6,12,0,1,1,0,3,10
porteot01,2017,Otto Porter,SF,23,WAS,13,13,428,58,109,.532,11,39,.282,47,70,.671,.583,31,35,.886,15,75,90,23,21,7,10,26,158
portibo01,2017,Bobby Portis,PF,21,CHI,6,0,121,17,33,.515,6,13,.462,11,20,.550,.606,0,0,,5,31,36,7,3,3,6,10,40
powelno01,2017,Norman Powell,SG,23,TOR,9,5,227,35,82,.427,15,34,.441,20,48,.417,.518,20,24,.833,5,23,28,14,10,3,15,25,105
quartti01,2017,Tim Quarterman,SG,22,POR,2,0,7,1,2,.500,1,2,.500,0,0,,.750,0,0,,0,0,0,1,0,0,0,1,3
randoza01,2017,Zach Randolph,PF,35,MEM,6,4,191,35,83,.422,1,7,.143,34,76,.447,.428,8,11,.727,9,40,49,4,5,2,7,14,79
redicjj01,2017,J.J. Redick,SG,32,LAC,7,7,206,19,50,.380,9,26,.346,10,24,.417,.470,17,20,.850,0,12,12,6,2,0,13,17,64
riverau01,2017,Austin Rivers,SG,24,LAC,3,2,90,9,26,.346,4,13,.308,5,13,.385,.423,2,2,1.000,1,7,8,2,1,1,5,6,24
roberan03,2017,Andre Roberson,SF,25,OKC,5,5,185,24,46,.522,7,17,.412,17,29,.586,.598,3,21,.143,18,13,31,9,12,17,7,15,58
robingl02,2017,Glenn Robinson,SF,23,IND,3,0,31,6,6,1.000,2,2,1.000,4,4,1.000,1.167,1,2,.500,0,3,3,1,0,0,0,2,15
rondora01,2017,Rajon Rondo,PG,30,CHI,2,2,67,11,26,.423,0,6,.000,11,20,.550,.423,1,2,.500,7,10,17,20,7,1,4,6,23
roziete01,2017,Terry Rozier,PG,22,BOS,17,0,277,33,82,.402,14,38,.368,19,44,.432,.488,16,20,.800,12,32,44,32,11,4,10,20,96
sabondo01,2017,Domantas Sabonis,PF,20,OKC,2,0,6,0,3,.000,0,1,.000,0,2,.000,.000,4,4,1.000,0,2,2,0,1,1,0,4,4
satorto01,2017,Tomas Satoransky,SG,25,WAS,10,0,36,3,6,.500,0,0,,3,6,.500,.500,2,5,.400,1,4,5,6,1,0,2,4,8
schrode01,2017,Dennis Schroder,PG,23,ATL,6,6,211,50,110,.455,17,40,.425,33,70,.471,.532,31,37,.838,4,10,14,46,6,0,10,19,148
sefolth01,2017,Thabo Sefolosha,SF,32,ATL,4,0,9,0,1,.000,0,0,,0,1,.000,.000,1,4,.250,0,0,0,0,0,0,0,1,1
seldewa01,2017,Wayne Selden,SG,22,MEM,6,2,106,9,26,.346,2,11,.182,7,15,.467,.385,3,4,.750,3,6,9,7,1,1,2,8,23
serapke01,2017,Kevin Seraphin,PF,27,IND,4,0,59,12,26,.462,0,0,,12,26,.462,.462,5,7,.714,8,6,14,4,0,2,4,10,29
shumpim01,2017,Iman Shumpert,SG,26,CLE,17,0,275,25,60,.417,10,26,.385,15,34,.441,.500,14,17,.824,6,41,47,16,10,3,6,32,74
siakapa01,2017,Pascal Siakam,PF,22,TOR,2,0,10,0,2,.000,0,0,,0,2,.000,.000,0,0,,2,1,3,1,1,0,0,1,0
simmojo02,2017,Jonathon Simmons,SG,27,SAS,15,4,306,62,136,.456,13,37,.351,49,99,.495,.504,21,31,.677,9,19,28,29,9,2,11,30,158
singlky01,2017,Kyle Singler,SF,28,OKC,1,0,10,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,0,0,0,0,2,0
smartma01,2017,Marcus Smart,SG,22,BOS,18,3,538,47,134,.351,29,73,.397,18,61,.295,.459,32,50,.640,23,62,85,85,27,16,38,51,155
smithjr01,2017,J.R. Smith,SG,31,CLE,18,18,487,50,99,.505,40,80,.500,10,19,.526,.707,5,11,.455,5,37,42,13,13,6,12,41,145
smithja02,2017,Jason Smith,C,30,WAS,13,0,157,19,39,.487,3,10,.300,16,29,.552,.526,10,14,.714,10,19,29,4,2,7,10,30,51
snellto01,2017,Tony Snell,SG,25,MIL,6,6,185,22,44,.500,16,31,.516,6,13,.462,.682,0,0,,2,12,14,9,1,1,2,17,60
speigma01,2017,Marreese Speights,C,29,LAC,7,2,98,16,37,.432,7,20,.350,9,17,.529,.527,7,10,.700,4,16,20,3,2,3,3,13,46
stephla01,2017,Lance Stephenson,SG,26,IND,4,0,107,27,53,.509,7,18,.389,20,35,.571,.575,3,4,.750,1,20,21,11,2,0,4,11,64
taylois01,2017,Isaiah Taylor,PG,22,HOU,3,0,10,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,1,1,2,1,0,0,0,1,0
teaguje01,2017,Jeff Teague,PG,28,IND,4,4,142,22,45,.489,9,17,.529,13,28,.464,.589,15,18,.833,0,13,13,25,4,3,8,12,68
teletmi01,2017,Mirza Teletovic,PF,31,MIL,3,0,27,1,6,.167,1,4,.250,0,2,.000,.250,0,0,,0,3,3,0,1,0,1,3,3
terryja01,2017,Jason Terry,SG,39,MIL,6,0,68,6,18,.333,2,10,.200,4,8,.500,.389,1,1,1.000,2,6,8,5,3,1,2,7,15
thomais02,2017,Isaiah Thomas,PG,27,BOS,15,15,521,111,261,.425,36,108,.333,75,153,.490,.494,91,111,.820,5,42,47,100,13,2,50,35,349
thompkl01,2017,Klay Thompson,SG,26,GSW,17,17,596,94,237,.397,41,106,.387,53,131,.405,.483,26,33,.788,11,55,66,35,14,5,24,44,255
thomptr01,2017,Tristan Thompson,C,25,CLE,18,18,562,54,92,.587,0,0,,54,92,.587,.587,40,60,.667,69,81,150,26,9,13,21,36,148
tuckepj01,2017,P.J. Tucker,SF,31,TOR,10,1,251,18,49,.367,9,28,.321,9,21,.429,.459,5,8,.625,15,42,57,11,6,3,8,27,50
turneev01,2017,Evan Turner,SF,28,POR,4,4,124,12,33,.364,5,15,.333,7,18,.389,.439,12,16,.750,3,20,23,15,7,2,7,7,41
turnemy01,2017,Myles Turner,C,20,IND,4,4,133,19,44,.432,0,6,.000,19,38,.500,.432,5,8,.625,6,21,27,3,7,5,6,15,43
valanjo01,2017,Jonas Valanciunas,C,24,TOR,10,6,226,44,81,.543,0,1,.000,44,80,.550,.543,24,33,.727,9,58,67,2,2,6,13,22,112
valende01,2017,Denzel Valentine,SG,23,CHI,4,0,22,2,6,.333,1,4,.250,1,2,.500,.417,0,0,,0,8,8,2,0,1,2,1,5
vanvlfr01,2017,Fred VanVleet,PG,22,TOR,7,0,29,6,9,.667,2,5,.400,4,4,1.000,.778,0,0,,0,1,1,4,1,0,1,3,14
vaughra01,2017,Rashad Vaughn,SG,20,MIL,3,0,10,2,4,.500,2,2,1.000,0,2,.000,.750,0,0,,0,0,0,0,0,0,0,0,6
vonleno01,2017,Noah Vonleh,PF,21,POR,4,2,100,8,18,.444,0,0,,8,18,.444,.444,2,5,.400,9,20,29,8,1,3,6,11,18
wadedw01,2017,Dwyane Wade,SG,35,CHI,6,6,190,32,86,.372,6,17,.353,26,69,.377,.407,20,21,.952,6,24,30,24,5,8,10,8,90
walljo01,2017,John Wall,PG,26,WAS,13,13,507,127,281,.452,21,61,.344,106,220,.482,.489,78,93,.839,7,41,48,134,22,15,55,26,353
princta02,2017,Taurean Waller-Prince,SF,22,ATL,6,6,187,29,52,.558,4,14,.286,25,38,.658,.596,5,5,1.000,7,25,32,8,2,1,7,9,67
westda01,2017,David West,C,36,GSW,17,0,221,34,59,.576,1,2,.500,33,57,.579,.585,7,9,.778,7,39,46,36,7,13,10,26,76
westbru01,2017,Russell Westbrook,PG,28,OKC,5,5,194,59,152,.388,13,49,.265,46,103,.447,.431,56,70,.800,9,49,58,54,12,2,30,16,187
willide01,2017,Deron Williams,PG,32,CLE,18,0,262,28,64,.438,12,31,.387,16,33,.485,.531,10,11,.909,3,20,23,38,10,1,17,29,78
willide02,2017,Derrick Williams,PF,25,CLE,8,0,38,8,15,.533,3,5,.600,5,10,.500,.633,2,2,1.000,1,2,3,4,0,1,3,0,21
willilo02,2017,Lou Williams,SG,30,HOU,11,0,272,50,118,.424,12,39,.308,38,79,.481,.475,26,29,.897,7,23,30,14,7,1,14,17,138
willitr02,2017,Troy Williams,SF,22,HOU,5,0,19,0,9,.000,0,5,.000,0,4,.000,.000,1,2,.500,2,5,7,1,0,0,2,0,1
wiltjky01,2017,Kyle Wiltjer,PF,24,HOU,1,0,5,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,,0,0,0,0,0,0,0,0,3
witheje01,2017,Jeff Withey,C,26,UTA,3,0,21,2,4,.500,0,0,,2,4,.500,.500,1,2,.500,3,1,4,1,1,1,0,5,5
wrighbr03,2017,Brandan Wright,PF,29,MEM,2,0,12,2,5,.400,0,0,,2,5,.400,.400,0,0,,1,1,2,0,0,2,1,0,4
wrighde01,2017,Delon Wright,PG,24,TOR,9,0,92,9,17,.529,2,6,.333,7,11,.636,.588,5,7,.714,4,9,13,13,4,1,5,4,25
youngja01,2017,James Young,SG,21,BOS,10,0,39,5,15,.333,5,14,.357,0,1,.000,.500,0,0,,1,6,7,3,0,0,1,2,15
youngth01,2017,Thaddeus Young,PF,28,IND,4,4,140,21,39,.538,1,4,.250,20,35,.571,.551,5,10,.500,22,14,36,10,8,1,6,11,48
zellety01,2017,Tyler Zeller,C,27,BOS,11,0,78,13,25,.520,0,0,,13,25,.520,.520,6,8,.750,8,11,19,8,0,2,4,7,32
