ID,Year,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
mcmilto01,1982,Tom McMillen,C,29,ATL,2,,47,8,13,.615,0,0,,8,13,.615,.615,4,6,.667,0,7,7,1,3,0,3,5,20
mitchmi01,1982,Mike Mitchell,SF,26,SAS,9,,365,90,169,.533,0,0,,90,169,.533,.533,43,57,.754,28,45,73,7,5,1,24,22,223
mixst01,1982,Steve Mix,SF,34,PHI,7,,50,12,22,.545,1,1,1.000,11,21,.524,.568,5,7,.714,4,7,11,6,0,0,4,5,30
moncrsi01,1982,Sidney Moncrief,SG,24,MIL,6,,252,31,74,.419,0,1,.000,31,73,.425,.419,30,38,.789,15,15,30,24,9,2,12,22,92
moorejo01,1982,Johnny Moore,PG,23,SAS,9,,292,39,82,.476,0,3,.000,39,79,.494,.476,16,27,.593,9,22,31,93,15,6,15,38,94
murphca01,1982,Calvin Murphy,PG,33,HOU,3,,57,5,22,.227,0,3,.000,5,19,.263,.227,7,8,.875,2,1,3,4,1,0,4,7,17
nancela01,1982,Larry Nance,PF,22,PHO,7,,128,25,41,.610,0,0,,25,41,.610,.610,4,8,.500,13,19,32,7,10,11,12,15,54
nixonno01,1982,Norm Nixon,PG,26,LAL,14,,549,121,253,.478,1,3,.333,120,250,.480,.480,43,57,.754,13,30,43,114,23,2,34,43,286
okoremi01,1982,Mike O'Koren,SF,23,NJN,2,,44,3,11,.273,0,1,.000,3,10,.300,.273,1,2,.500,0,8,8,3,1,0,2,8,7
olberma01,1982,Mark Olberding,PF,25,SAS,9,,328,53,120,.442,0,1,.000,53,119,.445,.442,26,31,.839,20,38,58,32,9,6,27,39,132
parisro01,1982,Robert Parish,C,28,BOS,12,,426,102,209,.488,0,0,,102,209,.488,.488,51,75,.680,43,92,135,18,5,48,39,47,255
paultbi01,1982,Billy Paultz,C,33,HOU,3,,34,3,9,.333,0,0,,3,9,.333,.333,1,3,.333,2,2,4,1,0,2,1,4,7
pellosa01,1982,Sam Pellom,PF,30,ATL,1,,4,1,3,.333,0,0,,1,3,.333,.333,0,0,,1,0,1,0,0,0,0,0,2
pheglro01,1982,Roger Phegley,SG,25,SAS,5,,6,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,0,0,0,0,0,3,1,0
rainsed01,1982,Ed Rains,SF,25,SAS,5,,30,3,6,.500,0,0,,3,6,.500,.500,4,9,.444,3,5,8,1,1,0,1,5,10
rambiku01,1982,Kurt Rambis,PF,23,LAL,14,,279,33,64,.516,0,0,,33,64,.516,.516,16,26,.615,32,54,86,11,8,12,17,47,82
rayja01,1982,James Ray,PF,24,DEN,1,,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,1,0,1,0
reidro01,1982,Robert Reid,SF,26,HOU,3,,115,15,31,.484,0,0,,15,31,.484,.484,4,5,.800,9,17,26,9,5,2,0,10,34
richacl01,1982,Clint Richardson,SG,25,PHI,21,,415,47,104,.452,0,0,,47,104,.452,.452,17,30,.567,29,40,69,40,13,5,21,48,111
robeyri01,1982,Rick Robey,C,26,BOS,12,,122,21,40,.525,0,0,,21,40,.525,.525,13,17,.765,13,16,29,4,2,3,11,27,55
robintr01,1982,Truck Robinson,PF,30,PHO,7,,213,45,80,.563,0,0,,45,80,.563,.563,3,10,.300,14,39,53,19,5,1,10,17,93
rollitr01,1982,Tree Rollins,C,26,ATL,2,,65,2,6,.333,0,0,,2,6,.333,.333,3,4,.750,5,3,8,2,0,6,5,8,7
roundda01,1982,Dan Roundfield,PF,28,ATL,2,,85,17,36,.472,0,0,,17,36,.472,.472,8,14,.571,6,16,22,2,2,4,6,8,42
rulanje01,1982,Jeff Ruland,C,23,WSB,7,,237,38,79,.481,0,1,.000,38,78,.487,.481,43,56,.768,29,37,66,5,3,4,23,24,119
scottal01,1982,Alvin Scott,SF,26,PHO,7,,127,14,32,.438,0,4,.000,14,28,.500,.438,4,8,.500,8,8,16,14,8,13,5,12,32
sheltlo01,1982,Lonnie Shelton,PF,26,SEA,8,,266,40,85,.471,0,0,,40,85,.471,.471,22,32,.688,24,35,59,16,5,7,20,38,102
sheroed01,1982,Ed Sherod,G,22,NJN,2,,8,0,1,.000,0,0,,0,1,.000,.000,0,0,,1,0,1,1,1,0,0,1,0
sikmaja01,1982,Jack Sikma,C,26,SEA,8,,315,57,128,.445,0,0,,57,128,.445,.445,50,58,.862,21,76,97,24,9,8,16,34,164
smithph01,1982,Phil Smith,SG,29,SEA,8,,92,12,30,.400,0,1,.000,12,29,.414,.400,1,3,.333,3,5,8,7,5,1,4,11,25
smithro01,1982,Robert Smith,PG,26,MIL,6,,68,10,26,.385,2,7,.286,8,19,.421,.423,7,8,.875,1,6,7,12,1,0,1,8,29
sparrro01,1982,Rory Sparrow,PG,23,ATL,2,,69,5,12,.417,0,1,.000,5,11,.455,.417,4,4,1.000,2,6,8,11,2,0,7,7,14
sprigla01,1982,Larry Spriggs,SF,22,HOU,2,,9,3,4,.750,0,0,,3,4,.750,.750,0,1,.000,0,1,1,2,0,0,0,3,6
terryca01,1982,Carlos Terry,SG,25,WSB,3,,5,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0
thompda01,1982,David Thompson,SG,27,DEN,3,,66,15,33,.455,1,3,.333,14,30,.467,.470,4,7,.571,4,6,10,6,1,0,8,8,35
tolbera01,1982,Ray Tolbert,PF,23,SEA,4,,31,3,5,.600,0,0,,3,5,.600,.600,4,8,.500,1,4,5,1,4,0,0,7,10
toneyan01,1982,Andrew Toney,SG,24,PHI,21,,707,185,365,.507,5,15,.333,180,350,.514,.514,82,103,.796,20,31,51,102,18,2,67,86,457
vanbrja01,1982,Jan van Breda Kolff,SF,30,NJN,2,,16,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,3,3,0,2,1,1,0,0
vandeki01,1982,Kiki Vandeweghe,PF,23,DEN,3,,109,25,43,.581,0,0,,25,43,.581,.581,18,18,1.000,4,14,18,9,2,4,6,7,68
vraneda01,1982,Danny Vranes,SF,23,SEA,6,,29,1,5,.200,0,0,,1,5,.200,.200,1,2,.500,1,1,2,0,1,0,2,2,3
walkewa01,1982,Wally Walker,SF,27,SEA,8,,157,19,45,.422,0,0,,19,45,.422,.422,1,4,.250,12,20,32,15,4,4,7,26,39
wilkeja01,1982,Jamaal Wilkes,SF,28,LAL,14,,535,121,241,.502,0,1,.000,121,240,.504,.502,38,49,.776,40,30,70,37,16,3,40,43,280
willibu01,1982,Buck Williams,PF,21,NJN,2,,79,14,26,.538,0,0,,14,26,.538,.538,7,15,.467,11,10,21,3,1,2,4,7,35
willifr01,1982,Freeman Williams,SG,25,ATL,1,,4,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0
willigu01,1982,Gus Williams,PG,28,SEA,8,,315,82,186,.441,2,6,.333,80,180,.444,.446,44,56,.786,12,14,26,65,13,5,18,13,210
willira01,1982,Ray Williams,SG,27,NJN,2,,77,14,47,.298,2,5,.400,12,42,.286,.319,4,5,.800,8,4,12,14,4,0,6,10,34
willobi01,1982,Bill Willoughby,SF,24,HOU,2,,17,1,2,.500,0,0,,1,2,.500,.500,2,2,1.000,2,4,6,1,0,0,1,1,4
wintebr01,1982,Brian Winters,SG,29,MIL,6,,232,38,77,.494,5,10,.500,33,67,.493,.526,20,24,.833,4,11,15,28,8,1,22,23,101
wittsga01,1982,Garry Witts,SF,22,WSB,4,,28,2,2,1.000,0,0,,2,2,1.000,1.000,1,2,.500,2,1,3,2,1,0,0,6,5
yonakri01,1982,Rich Yonakor,PF,23,SAS,2,,4,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,1,1,1,1,0,0,1,2
abdulka01,1983,Kareem Abdul-Jabbar,C,35,LAL,15,,588,163,287,.568,0,1,.000,163,286,.570,.568,80,106,.755,25,90,115,42,17,55,50,61,406
adamsal01,1983,Alvan Adams,C,28,PHO,3,,84,15,32,.469,0,0,,15,32,.469,.469,5,7,.714,3,15,18,14,2,5,5,15,35
aingeda01,1983,Danny Ainge,SG,23,BOS,7,,201,28,72,.389,2,5,.400,26,67,.388,.403,8,11,.727,2,12,14,25,5,1,6,24,66
architi01,1983,Tiny Archibald,PG,34,BOS,7,,161,22,68,.324,1,6,.167,21,62,.339,.331,22,29,.759,3,7,10,44,2,0,11,12,67
banksge01,1983,Gene Banks,PF,23,SAS,11,,398,76,150,.507,0,0,,76,150,.507,.507,23,35,.657,27,49,76,50,11,1,21,25,175
birdla01,1983,Larry Bird,PF,26,BOS,6,,240,49,116,.422,1,4,.250,48,112,.429,.427,24,29,.828,20,55,75,41,13,3,19,15,123
birdsot01,1983,Otis Birdsong,SG,27,NJN,2,,37,6,16,.375,0,1,.000,6,15,.400,.375,1,2,.500,1,1,2,9,3,0,1,3,13
